state,county,lat,lon,pop
Mississippi,Wayne County,31.642503,-88.678214,19779
Mississippi,Webster County,33.6120605,-89.2839612,9926
Mississippi,Wilkinson County,31.1610908,-91.3246169,8587
Mississippi,Winston County,33.0787236,-89.0373913,17714
Mississippi,Yalobusha County,34.0306661,-89.7038072,12481
Mississippi,Yazoo County,32.7656747,-90.3879282,26743
North Carolina,Alamance County,36.0439535,-79.4005733,171415
North Carolina,Alexander County,35.9209506,-81.1774668,36444
North Carolina,Alleghany County,36.4893563,-81.1322987,10888
North Carolina,Anson County,34.9749722,-80.1097633,22055
North Carolina,Ashe County,36.4434687,-81.4993343,26577
North Carolina,Avery County,36.07209,-81.9202847,17806
North Carolina,Beaufort County,35.4823128,-76.8420144,44652
North Carolina,Bertie County,36.0590432,-76.9623641,17934
North Carolina,Bladen County,34.5919375,-78.5394885,29606
North Carolina,Brunswick County,34.0387542,-78.2277653,136693
North Carolina,Buncombe County,35.6093706,-82.5304234,269452
North Carolina,Burke County,35.746182,-81.7061795,87570
North Carolina,Cabarrus County,35.3883455,-80.5527284,225804
North Carolina,Caldwell County,35.9663959,-81.5125404,80652
North Carolina,Camden County,36.3423438,-76.1624876,10355
North Carolina,Carteret County,34.8583428,-76.5358602,67686
North Carolina,Caswell County,36.3942984,-79.339609,22736
North Carolina,Catawba County,35.6618826,-81.2149057,160610
North Carolina,Chatham County,35.7049939,-79.2514542,76285
North Carolina,Cherokee County,35.1371499,-84.0614491,28774
North Carolina,Chowan County,36.128979,-76.6027521,13708
North Carolina,Clay County,35.0529971,-83.7522638,11089
North Carolina,Cleveland County,35.3346302,-81.5571145,99519
North Carolina,Columbus County,34.2616017,-78.6393077,50623
North Carolina,Craven County,35.1168292,-77.0813197,100720
North Carolina,Cumberland County,35.0501921,-78.8287187,334728
North Carolina,Currituck County,36.3721739,-75.9412242,28100
North Carolina,Dare County,35.6062688,-75.7675364,36915
North Carolina,Davidson County,35.7951312,-80.207107,168930
North Carolina,Davie County,35.9293554,-80.5425524,42712
North Carolina,Duplin County,34.9344033,-77.9335434,48715
North Carolina,Durham County,36.0338282,-78.8781246,324833
North Carolina,Edgecombe County,35.9170773,-77.6027422,48900
North Carolina,Forsyth County,36.1324661,-80.2569608,382590
North Carolina,Franklin County,36.0882406,-78.2830903,68573
North Carolina,Gaston County,35.2933443,-81.1772556,227943
North Carolina,Gates County,36.4421353,-76.7023552,10478
North Carolina,Graham County,35.3483644,-83.8309147,8030
North Carolina,Granville County,36.299884,-78.6576338,60992
North Carolina,Greene County,35.481959,-77.6816876,20451
North Carolina,Guilford County,36.079065,-79.7886652,541299
North Carolina,Halifax County,36.2514375,-77.6448423,48622
North Carolina,Harnett County,35.3686348,-78.8716104,133568
North Carolina,Haywood County,35.5588823,-82.9813074,62089
North Carolina,Henderson County,35.3364146,-82.4797406,116281
North Carolina,Hertford County,36.3635174,-76.981616,21552
North Carolina,Hoke County,35.0172328,-79.2419635,52082
North Carolina,Hyde County,35.4081567,-76.1536867,4589
North Carolina,Iredell County,35.8062505,-80.8745238,186693
North Carolina,Jackson County,35.2854541,-83.1239657,43109
North Carolina,Johnston County,35.5134188,-78.3673482,215999
North Carolina,Jones County,35.0322677,-77.3561946,9172
North Carolina,Lee County,35.4763365,-79.1721174,63285
North Carolina,Lenoir County,35.2400662,-77.6355141,55122
North Carolina,Lincoln County,35.4884909,-81.2268928,86810
North Carolina,McDowell County,35.6822711,-82.0480438,44578
North Carolina,Macon County,35.1529593,-83.421901,37014
North Carolina,Madison County,35.8642058,-82.7126309,21193
North Carolina,Martin County,35.8473006,-77.1196022,22031
North Carolina,Mecklenburg County,35.2468623,-80.8338317,1115482
North Carolina,Mitchell County,36.013102,-82.1635541,14903
North Carolina,Montgomery County,35.3275482,-79.9107517,25751
North Carolina,Moore County,35.3082717,-79.4927248,99727
North Carolina,Nash County,35.9659447,-77.9875546,94970
North Carolina,New Hanover County,34.1834455,-77.8642043,225702
North Carolina,Northampton County,36.4217739,-77.3983518,17471
North Carolina,Onslow County,34.7631087,-77.4994691,204576
North Carolina,Orange County,36.0625255,-79.120034,148696
North Carolina,Pamlico County,35.1475747,-76.6652684,12276
North Carolina,Pasquotank County,36.265199,-76.2606906,40568
North Carolina,Pender County,34.5125561,-77.8881063,60203
North Carolina,Perquimans County,36.1808969,-76.4032445,13005
North Carolina,Person County,36.3863503,-78.9656233,39097
North Carolina,Pitt County,35.5924897,-77.3727387,170243
North Carolina,Polk County,35.2779011,-82.1676211,19328
North Carolina,Randolph County,35.7099148,-79.8062153,144171
North Carolina,Richmond County,35.004636,-79.7556946,42946
North Carolina,Robeson County,34.6392096,-79.1008811,116530
North Carolina,Rockingham County,36.3818062,-79.7827539,91096
North Carolina,Rowan County,35.641355,-80.5217214,146875
North Carolina,Rutherford County,35.4027469,-81.9195825,64444
North Carolina,Sampson County,34.9892978,-78.3712605,59036
North Carolina,Scotland County,34.8400226,-79.4773366,34174
North Carolina,Stanly County,35.3104492,-80.2543742,62504
North Carolina,Stokes County,36.3937966,-80.2699209,44520
North Carolina,Surry County,36.415416,-80.6864631,71359
North Carolina,Swain County,35.5688491,-83.4656136,14117
North Carolina,Transylvania County,35.2101025,-82.816666,32986
North Carolina,Tyrrell County,35.8704196,-76.1653454,3245
North Carolina,Union County,34.9918204,-80.5304264,238267
North Carolina,Vance County,36.3654806,-78.4054343,42578
North Carolina,Wake County,35.7898464,-78.650624,1129410
North Carolina,Warren County,36.3981051,-78.0998993,18642
North Carolina,Washington County,35.844713,-76.5722906,11003
North Carolina,Watauga County,36.2353679,-81.7098875,54086
North Carolina,Wayne County,35.3541896,-78.0086695,117333
North Carolina,Wilkes County,36.2088833,-81.1660949,65969
North Carolina,Wilson County,35.7003569,-77.9215978,78784
North Carolina,Yadkin County,36.1587653,-80.6651641,37214
North Carolina,Yancey County,35.8893259,-82.3039535,18470
Oklahoma,Adair County,35.8980428,-94.6510258,19495
Oklahoma,Alfalfa County,36.7297032,-98.3234449,5699
Oklahoma,Atoka County,34.3924691,-96.0365577,14143
Oklahoma,Beaver County,36.7483343,-100.4830555,5049
Oklahoma,Beckham County,35.2706008,-99.6900574,22410
Oklahoma,Blaine County,35.8777951,-98.4290308,8735
Oklahoma,Bryan County,33.9640035,-96.2651348,46067
Oklahoma,Caddo County,35.1679202,-98.3810447,26945
Oklahoma,Canadian County,35.5433544,-97.9798891,154405
Oklahoma,Carter County,34.2518484,-97.2879273,48003
Oklahoma,Cherokee County,35.9043668,-94.9967964,47078
Oklahoma,Choctaw County,34.0276995,-95.5540792,14204
Oklahoma,Cimarron County,36.7483904,-102.5176984,2296
Oklahoma,Cleveland County,35.2063756,-97.3230884,295528
Oklahoma,Coal County,34.5828612,-96.288039,5266
Oklahoma,Comanche County,34.6626252,-98.4765859,121125
Oklahoma,Cotton County,34.290676,-98.3734379,5527
Oklahoma,Craig County,36.7638896,-95.2015531,14107
Oklahoma,Creek County,35.9073976,-96.3801769,71754
Oklahoma,Custer County,35.6456012,-98.9973857,28513
Oklahoma,Delaware County,36.3934371,-94.8081892,40397
Oklahoma,Dewey County,35.9779598,-99.014385,4484
Oklahoma,Ellis County,36.2242576,-99.7501388,3749
Oklahoma,Garfield County,36.3781319,-97.7887411,62846
Oklahoma,Garvin County,34.7093497,-97.312723,25656
Oklahoma,Grady County,35.0210581,-97.8868902,54795
Oklahoma,Grant County,36.7882544,-97.7881508,4169
Oklahoma,Greer County,34.9338533,-99.5529675,5491
Oklahoma,Harmon County,34.745971,-99.8441936,2488
Oklahoma,Harper County,36.8003504,-99.6628052,3272
Oklahoma,Haskell County,35.2324314,-95.1096421,11561
Oklahoma,Hughes County,35.0529339,-96.2511829,13367
Oklahoma,Jackson County,34.5940059,-99.4122347,24785
Oklahoma,Jefferson County,34.1050824,-97.8388896,5337
Oklahoma,Johnston County,34.3134553,-96.6542545,10272
Oklahoma,Kay County,36.8148851,-97.1438616,43700
Oklahoma,Kingfisher County,35.9494357,-97.9345565,15184
Oklahoma,Kiowa County,34.9214893,-98.9816168,8509
Oklahoma,Latimer County,34.8751365,-95.2722625,9444
Oklahoma,Le Flore County,34.8973562,-94.6950743,48129
Oklahoma,Lincoln County,35.7031175,-96.8813917,33458
Oklahoma,Logan County,35.9142774,-97.4509518,49555
Oklahoma,Love County,33.9578039,-97.2450928,10146
Oklahoma,McClain County,35.0164359,-97.4498032,41662
Oklahoma,McCurtain County,34.1170728,-94.7660863,30814
Oklahoma,McIntosh County,35.3691078,-95.6717865,18941
Oklahoma,Major County,36.3131189,-98.5420147,7782
Oklahoma,Marshall County,34.0270069,-96.7705327,15312
Oklahoma,Mayes County,36.303804,-95.2356382,39046
Oklahoma,Murray County,34.4857664,-97.0715567,13904
Oklahoma,Muskogee County,35.6175506,-95.3839106,66339
Oklahoma,Noble County,36.384901,-97.2363345,10924
Oklahoma,Nowata County,36.7896148,-95.6133123,9320
Oklahoma,Okfuskee County,35.466804,-96.3277619,11310
Oklahoma,Oklahoma County,35.5546109,-97.4094007,796292
Oklahoma,Okmulgee County,35.6435003,-95.9659468,36706
Oklahoma,Osage County,36.6242995,-96.408112,45818
Oklahoma,Ottawa County,36.8357635,-94.8026814,30285
Oklahoma,Pawnee County,36.3137038,-96.6966693,15553
Oklahoma,Payne County,36.0792253,-96.9752553,81646
Oklahoma,Pittsburg County,34.9255401,-95.7481302,43773
Oklahoma,Pontotoc County,34.7214152,-96.6917804,38065
Oklahoma,Pottawatomie County,35.2113915,-96.9570036,72454
Oklahoma,Pushmataha County,34.377899,-95.4080818,10812
Oklahoma,Roger Mills County,35.7085544,-99.7415716,3442
Oklahoma,Rogers County,36.3777941,-95.6013835,95240
Oklahoma,Seminole County,35.1583657,-96.6028575,23556
Oklahoma,Sequoyah County,35.5024345,-94.7507569,39281
Oklahoma,Stephens County,34.4813609,-97.8556068,42848
Oklahoma,Texas County,36.7463169,-101.4838549,21384
Oklahoma,Tillman County,34.3710852,-98.931701,6968
Oklahoma,Tulsa County,36.1203177,-95.9418132,669279
Oklahoma,Wagoner County,35.9633876,-95.5142005,80981
Oklahoma,Washington County,36.704403,-95.9062525,52455
Oklahoma,Washita County,35.2894967,-98.9914359,10924
Oklahoma,Woods County,36.7269843,-98.863649,8624
Oklahoma,Woodward County,36.4256189,-99.2736609,20470
South Carolina,Abbeville County,34.229041,-82.4540577,24295
South Carolina,Aiken County,33.5500134,-81.632983,168808
South Carolina,Allendale County,32.9797573,-81.3632651,8039
South Carolina,Anderson County,34.521235,-82.6386029,203718
South Carolina,Bamberg County,33.2030211,-81.0531607,13311
South Carolina,Barnwell County,33.2605516,-81.4342278,20589
South Carolina,Beaufort County,32.358112,-80.6894218,187117
South Carolina,Berkeley County,33.2077,-79.9536554,229861
South Carolina,Calhoun County,33.6747804,-80.7803468,14119
South Carolina,Charleston County,32.8004582,-79.94248,408235
South Carolina,Cherokee County,35.0497962,-81.6076469,56216
South Carolina,Chester County,34.6893424,-81.1612488,32294
South Carolina,Chesterfield County,34.6370178,-80.1592269,43273
South Carolina,Clarendon County,33.6646821,-80.2178886,31144
South Carolina,Colleton County,32.8350184,-80.6552438,38604
South Carolina,Darlington County,34.3321854,-79.9621155,62905
South Carolina,Dillon County,34.3901723,-79.3749638,28292
South Carolina,Dorchester County,33.0821859,-80.4046966,161540
South Carolina,Edgefield County,33.7764976,-81.9682452,25657
South Carolina,Fairfield County,34.3956685,-81.1270007,20948
South Carolina,Florence County,34.0285346,-79.7102329,137059
South Carolina,Georgetown County,33.4175309,-79.2963325,63404
South Carolina,Greenville County,34.8926452,-82.3720772,525534
South Carolina,Greenwood County,34.1557959,-82.1278759,69351
South Carolina,Hampton County,32.7783341,-81.1438217,18561
South Carolina,Horry County,33.9092694,-78.9766749,351029
South Carolina,Jasper County,32.43059,-81.021627,28791
South Carolina,Kershaw County,34.3383561,-80.5908847,65403
South Carolina,Lancaster County,34.6868182,-80.7036885,96016
South Carolina,Laurens County,34.4836761,-82.0054976,67539
South Carolina,Lee County,34.1586401,-80.2512086,16531
South Carolina,Lexington County,33.8992461,-81.2661183,293991
South Carolina,McCormick County,33.8975992,-82.3161961,9526
South Carolina,Marion County,34.0836195,-79.3540014,29183
South Carolina,Marlboro County,34.60167,-79.6794351,26667
South Carolina,Newberry County,34.2898805,-81.5996761,37719
South Carolina,Oconee County,34.7487656,-83.0615395,78607
South Carolina,Orangeburg County,33.436135,-80.8029131,84223
South Carolina,Pickens County,34.8853677,-82.7233774,131404
South Carolina,Richland County,34.0290952,-80.8980371,416147
South Carolina,Saluda County,34.0052784,-81.7279033,18862
South Carolina,Spartanburg County,34.9320145,-81.9916236,327997
South Carolina,Sumter County,33.9161395,-80.3823757,105556
South Carolina,Union County,34.6903965,-81.6158961,27244
South Carolina,Williamsburg County,33.6264617,-79.716474,31026
South Carolina,York County,34.9701875,-81.1831873,282090
Tennessee,Anderson County,36.1167307,-84.1954177,77123
Tennessee,Bedford County,35.5136604,-86.4582939,50237
Tennessee,Benton County,36.0709478,-88.0712321,15864
Tennessee,Bledsoe County,35.5935612,-85.2059104,14913
Tennessee,Blount County,35.6881849,-83.9229731,135280
Tennessee,Bradley County,35.1539144,-84.8594137,108620
Tennessee,Campbell County,36.4015922,-84.1592495,39272
Tennessee,Cannon County,35.808394,-86.0624044,14506
Tennessee,Carroll County,35.9657478,-88.4523791,28440
Tennessee,Carter County,36.2847441,-82.1265932,56356
Tennessee,Cheatham County,36.2551687,-87.1008077,41072
Tennessee,Chester County,35.420253,-88.6113533,17341
Tennessee,Claiborne County,36.501572,-83.6606975,32043
Tennessee,Clay County,36.5457493,-85.5457173,7581
Tennessee,Cocke County,35.916198,-83.1192242,35999
Tennessee,Coffee County,35.4887654,-86.0782018,57889
Tennessee,Crockett County,35.8187949,-89.1324936,13911
Tennessee,Cumberland County,35.9523984,-84.9947614,61145
Tennessee,Davidson County,36.1691287,-86.7847898,715884
Tennessee,Decatur County,35.6031362,-88.1102917,11435
Tennessee,DeKalb County,35.9822191,-85.8335959,20080
Tennessee,Dickson County,36.1455325,-87.3641546,54315
Tennessee,Dyer County,36.054196,-89.3983058,36801
Tennessee,Fayette County,35.1969933,-89.4138027,41990
Tennessee,Fentress County,36.3698921,-84.9377641,18489
Tennessee,Franklin County,35.1559259,-86.0992032,42774
Tennessee,Gibson County,35.9916316,-88.9338117,50429
Tennessee,Giles County,35.2027228,-87.035319,30346
Tennessee,Grainger County,36.2775091,-83.5095458,23527
Tennessee,Greene County,36.1794867,-82.8475235,70152
Tennessee,Grundy County,35.3933855,-85.7103793,13529
Tennessee,Hamblen County,36.2183967,-83.2660711,64499
Tennessee,Hamilton County,35.163472,-85.2018432,366207
Tennessee,Hancock County,36.5213528,-83.2274928,6662
Tennessee,Hardeman County,35.2187853,-88.988697,25462
Tennessee,Hardin County,35.2018926,-88.1856958,26831
Tennessee,Hawkins County,36.4520892,-82.931485,56721
Tennessee,Haywood County,35.5866782,-89.2826913,17864
Tennessee,Henderson County,35.6539945,-88.3876742,27842
Tennessee,Henry County,36.325295,-88.3002878,32199
Tennessee,Hickman County,35.8023275,-87.4671159,24925
Tennessee,Houston County,36.2857824,-87.7055983,8283
Tennessee,Humphreys County,36.0408218,-87.7904526,18990
Tennessee,Jackson County,36.3542499,-85.6741278,11617
Tennessee,Jefferson County,36.0483379,-83.4411426,54683
Tennessee,Johnson County,36.4532029,-81.8612467,17948
Tennessee,Knox County,35.9927265,-83.9377209,478971
Tennessee,Lake County,36.3339054,-89.4855365,7005
Tennessee,Lauderdale County,35.7629507,-89.6277318,25143
Tennessee,Lawrence County,35.2204764,-87.396546,44159
Tennessee,Lewis County,35.5232441,-87.4969827,12582
Tennessee,Lincoln County,35.1427838,-86.5934033,35319
Tennessee,Loudon County,35.7350854,-84.3140848,54886
Tennessee,McMinn County,35.4244722,-84.6199488,53276
Tennessee,McNairy County,35.1753751,-88.5637397,25866
Tennessee,Macon County,36.5377572,-86.0009596,25216
Tennessee,Madison County,35.6060563,-88.8334238,98823
Tennessee,Marion County,35.1334215,-85.618399,28837
Tennessee,Marshall County,35.4683433,-86.765865,34318
Tennessee,Maury County,35.6156963,-87.0777632,100974
Tennessee,Meigs County,35.512203,-84.8161015,12758
Tennessee,Monroe County,35.4478181,-84.249705,46250
Tennessee,Montgomery County,36.5003535,-87.3808865,220069
Tennessee,Moore County,35.2888885,-86.358684,6461
Tennessee,Morgan County,36.138697,-84.6392616,21035
Tennessee,Obion County,36.3618921,-89.1480777,30787
Tennessee,Overton County,36.3448504,-85.2830756,22511
Tennessee,Perry County,35.6637521,-87.8693256,8366
Tennessee,Pickett County,36.5593638,-85.075741,5001
Tennessee,Polk County,35.1094371,-84.5411124,17544
Tennessee,Putnam County,36.1409404,-85.4961801,79854
Tennessee,Rhea County,35.60059,-84.9495484,32870
Tennessee,Roane County,35.8472504,-84.5239292,53404
Tennessee,Robertson County,36.5275092,-86.8693538,72803
Tennessee,Rutherford County,35.8433688,-86.4172127,341486
Tennessee,Scott County,36.435234,-84.50352,21850
Tennessee,Sequatchie County,35.3723358,-85.410082,15826
Tennessee,Sevier County,35.7878224,-83.5249005,98380
Tennessee,Shelby County,35.1845529,-89.8946125,929744
Tennessee,Smith County,36.2566451,-85.9419149,19904
Tennessee,Stewart County,36.4584642,-87.8118894,13657
Tennessee,Sullivan County,36.5096806,-82.3013363,158163
Tennessee,Sumner County,36.4724225,-86.4584051,196281
Tennessee,Tipton County,35.4987625,-89.7471452,60970
Tennessee,Trousdale County,36.3930297,-86.1566909,11615
Tennessee,Unicoi County,36.1001287,-82.4182181,17928
Tennessee,Union County,36.2841401,-83.8360878,19802
Tennessee,Van Buren County,35.6992335,-85.4584092,6168
Tennessee,Warren County,35.6782498,-85.7773428,40953
Tennessee,Washington County,36.2956649,-82.4950374,133001
Tennessee,Wayne County,35.2428473,-87.8198433,16232
Tennessee,Weakley County,36.3035963,-88.7211938,32902
Tennessee,White County,35.9270486,-85.4557854,27351
Tennessee,Williamson County,35.8948075,-86.8980679,247726
Tennessee,Wilson County,36.149527,-86.2912423,147737
Texas,Anderson County,31.8412614,-95.6617267,57922
Texas,Andrews County,32.3122581,-102.6402058,18610
Texas,Angelina County,31.2518963,-94.6111337,86395
Texas,Aransas County,28.1226209,-96.9675012,23830
Texas,Archer County,33.6163054,-98.6872669,8560
Texas,Armstrong County,34.964179,-101.3566363,1848
Texas,Atascosa County,28.8914775,-98.535381,48981
Texas,Austin County,29.8919013,-96.2701696,30167
Texas,Bailey County,34.0675209,-102.8303446,6904
Texas,Bandera County,29.756389,-99.2482849,20851
Texas,Bastrop County,30.1007718,-97.3106392,97216
Texas,Baylor County,33.6188024,-99.2081888,3465
Texas,Bee County,28.4160769,-97.7425858,31047
Texas,Bell County,31.0427497,-97.4812684,370647
Texas,Bexar County,29.4486708,-98.5201465,2009324
Texas,Blanco County,30.2664556,-98.399217,11374
Texas,Borden County,32.7385899,-101.439199,631
Texas,Bosque County,31.9008189,-97.6376407,18235
Texas,Bowie County,33.4460648,-94.422393,92893
Texas,Brazoria County,29.1678175,-95.434647,372031
Texas,Brazos County,30.6567132,-96.3023935,233849
Texas,Brewster County,29.8089965,-103.2524579,9546
Texas,Briscoe County,34.5251725,-101.205893,1435
Texas,Brooks County,27.0349936,-98.2152756,7076
Texas,Brown County,31.7641372,-98.998456,38095
Texas,Burleson County,30.4934867,-96.6220912,17642
Texas,Burnet County,30.7896305,-98.2011868,49130
Texas,Caldwell County,29.8323986,-97.628141,45883
Texas,Calhoun County,28.4417191,-96.5795739,20106
Texas,Callahan County,32.2931499,-99.372249,13708
Texas,Cameron County,26.1029227,-97.4789584,421017
Texas,Camp County,32.9745813,-94.979085,12464
Texas,Carson County,35.4054961,-101.3553558,5807
Texas,Cass County,33.0836979,-94.3575786,28454
Texas,Castro County,34.5336207,-102.2587856,7371
Texas,Chambers County,29.6963741,-94.6694454,46571
Texas,Cherokee County,31.8438807,-95.1563425,50412
Texas,Childress County,34.5246235,-100.2081658,6664
Texas,Clay County,33.7859042,-98.2129174,10218
Texas,Cochran County,33.6084401,-102.830449,2547
Texas,Coke County,31.8771104,-100.6352305,3285
Texas,Coleman County,31.9142052,-99.3466223,7684
Texas,Collin County,33.1944942,-96.579428,1064465
Texas,Collingsworth County,34.9633577,-100.2721351,2652
Texas,Colorado County,29.596296,-96.5089347,20557
Texas,Comal County,29.8123773,-98.2581288,161501
Texas,Comanche County,31.9516447,-98.5496169,13594
Texas,Concho County,31.3188831,-99.8636485,3303
Texas,Cooke County,33.6391964,-97.2103433,41668
Texas,Coryell County,31.3911774,-97.7980223,83093
Texas,Cottle County,34.0919063,-100.2764416,1380
Texas,Crane County,31.4227965,-102.4877739,4675
Texas,Crockett County,30.7175316,-101.4042113,3098
Texas,Crosby County,33.609144,-101.2987099,5133
Texas,Culberson County,31.4459085,-104.5269447,2188
Texas,Dallam County,36.2863696,-102.5940204,7115
Texas,Dallas County,32.7669866,-96.7784238,2613539
Texas,Dawson County,32.742528,-101.9487714,12456
Texas,Deaf Smith County,34.9407663,-102.6075637,18583
Texas,Delta County,33.3859329,-95.6733504,5230
Texas,Denton County,33.205132,-97.1211403,906422
Texas,DeWitt County,29.0823457,-97.3616543,19824
Texas,Dickens County,33.6153628,-100.7876173,1770
Texas,Dimmit County,28.4235871,-99.7658713,8615
Texas,Donley County,34.9550364,-100.8158457,3258
Texas,Duval County,27.6811232,-98.4973933,9831
Texas,Eastland County,32.3246454,-98.8365596,17725
Texas,Ector County,31.8653008,-102.5425068,165171
Texas,Edwards County,29.9859327,-100.3073997,1422
Texas,Ellis County,32.3468783,-96.7969403,192455
Texas,El Paso County,31.7664803,-106.2414234,865657
Texas,Erath County,32.2366609,-98.2205073,42545
Texas,Falls County,31.2519298,-96.9341275,16968
Texas,Fannin County,33.5911611,-96.1049882,35662
Texas,Fayette County,29.8778861,-96.9212309,24435
Texas,Fisher County,32.7404728,-100.4031198,3672
Texas,Floyd County,34.0737305,-101.3032742,5402
Texas,Foard County,33.9633063,-99.8168285,1095
Texas,Fort Bend County,29.5266017,-95.7710149,822779
Texas,Franklin County,33.1758457,-95.2190662,10359
Texas,Freestone County,31.7017487,-96.1449568,19435
Texas,Frio County,28.8693828,-99.109005,18385
Texas,Gaines County,32.7439423,-102.6315614,21598
Texas,Galveston County,29.233453,-94.8884558,350682
Texas,Garza County,33.183792,-101.3011341,5816
Texas,Gillespie County,30.3250929,-98.9418498,26725
Texas,Glasscock County,31.8680062,-101.5214944,1116
Texas,Goliad County,28.6607,-97.4304145,7012
Texas,Gonzales County,29.4619121,-97.4919205,19653
Texas,Gray County,35.4025424,-100.8123736,21227
Texas,Grayson County,33.624524,-96.675693,135543
Texas,Gregg County,32.4864014,-94.8162768,124239
Texas,Grimes County,30.5432314,-95.988082,29268
Texas,Guadalupe County,29.5826714,-97.9489953,172706
Texas,Hale County,34.0684364,-101.8228879,32522
Texas,Hall County,34.4531894,-100.5763434,2825
Texas,Hamilton County,31.7073424,-98.1117562,8222
Texas,Hansford County,36.2728469,-101.3569304,5285
Texas,Hardeman County,34.2899036,-99.7456973,3549
Texas,Hardin County,30.3296483,-94.3931782,56231
Texas,Harris County,29.857273,-95.3930371,4731145
Texas,Harrison County,32.5479914,-94.3744344,68839
Texas,Hartley County,35.8402444,-102.6100473,5382
Texas,Haskell County,33.1759638,-99.730774,5416
Texas,Hays County,30.0612247,-98.0292673,241067
Texas,Hemphill County,35.8159564,-100.2792102,3382
Texas,Henderson County,32.2116334,-95.8534183,82150
Texas,Hidalgo County,26.3963839,-98.18099,870781
Texas,Hill County,31.9826809,-97.130668,35874
Texas,Hockley County,33.605932,-102.3433978,21537
Texas,Hood County,32.430149,-97.8316766,61598
Texas,Hopkins County,33.1489673,-95.5654337,36787
Texas,Houston County,31.3230362,-95.4215995,22066
Texas,Howard County,32.3034298,-101.4387208,34860
Texas,Hudspeth County,31.4508678,-105.3775489,3202
Texas,Hunt County,33.1233077,-96.0842298,99956
Texas,Hutchinson County,35.837047,-101.3627461,20617
Texas,Irion County,31.3034241,-100.9813037,1513
Texas,Jack County,33.2321604,-98.1711775,8472
Texas,Jackson County,28.9598019,-96.58908,14988
Texas,Jasper County,30.7529323,-94.0222943,32980
Texas,Jeff Davis County,30.6253574,-104.191873,1996
Texas,Jefferson County,29.8539997,-94.1493306,256526
Texas,Jim Hogg County,27.0532315,-98.7475716,4838
Texas,Jim Wells County,27.7335157,-98.0908141,38891
Texas,Johnson County,32.3798207,-97.3649587,179927
Texas,Jones County,32.7437089,-99.8744297,19663
Texas,Karnes County,28.9089957,-97.8522048,14710
Texas,Kaufman County,32.5989442,-96.2883773,145310
Texas,Kendall County,29.9435246,-98.7092693,44279
Texas,Kenedy County,26.8902129,-97.5911434,350
Texas,Kent County,33.1847797,-100.7697199,753
Texas,Kerr County,30.059953,-99.3533388,52598
Texas,Kimble County,30.479472,-99.7463959,4286
Texas,King County,33.6142675,-100.2453455,265
Texas,Kinney County,29.3470865,-100.4177003,3129
Texas,Kleberg County,27.4387348,-97.6606203,31040
Texas,Knox County,33.6118897,-99.7303563,3353
Texas,Lamar County,33.6672628,-95.5703477,50088
Texas,Lamb County,34.0688615,-102.3480182,13045
Texas,Lampasas County,31.1967308,-98.2408885,21627
Texas,La Salle County,28.3510976,-99.0967743,6664
Texas,Lavaca County,29.3825778,-96.9236334,20337
Texas,Lee County,30.3214983,-96.9768226,17478
Texas,Leon County,31.3004926,-95.9956219,15719
Texas,Liberty County,30.1585081,-94.8440607,91628
Texas,Limestone County,31.5475427,-96.593623,22146
Texas,Lipscomb County,36.2801998,-100.2726827,3059
Texas,Live Oak County,28.3515349,-98.1269608,11335
Texas,Llano County,30.7075845,-98.6846901,21243
Texas,Loving County,31.8449361,-103.5612293,64
Texas,Lubbock County,33.6114688,-101.8199438,310639
Texas,Lynn County,33.1784124,-101.8184933,5596
Texas,McCulloch County,31.2054766,-99.3598557,7630
Texas,McLennan County,31.5495958,-97.2015108,260579
Texas,McMullen County,28.384922,-98.5788529,600
Texas,Madison County,30.9668782,-95.9303719,13455
Texas,Marion County,32.7981821,-94.3568533,9725
Texas,Martin County,32.3098298,-101.9618363,5237
Texas,Mason County,30.7039159,-99.2373018,3953
Texas,Matagorda County,28.7747601,-96.0015316,36255
Texas,Maverick County,28.7297873,-100.316678,57887
Texas,Medina County,29.3536614,-99.1110845,50748
Texas,Menard County,30.8852677,-99.8588613,1962
Texas,Midland County,31.8142693,-102.0024538,169983
Texas,Milam County,30.791242,-96.9843946,24754
Texas,Mills County,31.4948885,-98.5946231,4456
Texas,Mitchell County,32.3041168,-100.9243924,8990
Texas,Montague County,33.6783558,-97.7250138,19965
Texas,Montgomery County,30.2988009,-95.50295,620443
Texas,Moore County,35.8356759,-101.8905018,21358
Texas,Morris County,33.116466,-94.7312653,11973
Texas,Motley County,34.0578993,-100.7931519,1063
Texas,Nacogdoches County,31.6205598,-94.6202497,64653
Texas,Navarro County,32.048448,-96.4769087,52624
Texas,Newton County,30.7867182,-93.73925,12217
Texas,Nolan County,32.3123379,-100.4181078,14738
Texas,Nueces County,27.7400315,-97.5162143,353178
Texas,Ochiltree County,36.2787442,-100.8158636,10015
Texas,Oldham County,35.4019206,-102.5976203,1758
Texas,Orange County,30.1223229,-93.8940999,84808
Texas,Palo Pinto County,32.7522042,-98.3179673,28409
Texas,Panola County,32.1639784,-94.3051563,22491
Texas,Parker County,32.7770964,-97.8059049,148222
Texas,Parmer County,34.5321628,-102.7848533,9869
Texas,Pecos County,30.773298,-102.7181533,15193
Texas,Polk County,30.7845525,-94.8373376,50123
Texas,Potter County,35.3986751,-101.893804,118525
Texas,Presidio County,30.0058912,-104.2616192,6131
